action,left_source_id,right_source_id,canonical_station_id,reason,verified_by,verified_at
REVIEW,GL-호남선-SRT-S084,GL-전라선-SRT-S084,,"잠정 병합(역명 일치 ""평택지제"", 지역 KTX) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
REVIEW,GL-호남선-SRT-S084,GL-동해선-SRT-S084,,"잠정 병합(역명 일치 ""평택지제"", 지역 KTX) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
REVIEW,GL-호남선-SRT-S084,GL-경전선-SRT-S084,,"잠정 병합(역명 일치 ""평택지제"", 지역 KTX) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
REVIEW,GL-전라선-SRT-S084,GL-동해선-SRT-S084,,"잠정 병합(역명 일치 ""평택지제"", 지역 KTX) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
REVIEW,GL-전라선-SRT-S084,GL-경전선-SRT-S084,,"잠정 병합(역명 일치 ""평택지제"", 지역 KTX) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
REVIEW,GL-동해선-SRT-S084,GL-경전선-SRT-S084,,"잠정 병합(역명 일치 ""평택지제"", 지역 KTX) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
REVIEW,MG-MG03-S185,MG-MG04-S185,,"잠정 병합(역명 일치 ""평택"", 지역 MUGUNGHWA) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
REVIEW,MG-MG03-S185,MG-MG05-S185,,"잠정 병합(역명 일치 ""평택"", 지역 MUGUNGHWA) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
REVIEW,MG-MG03-S185,MG-MG06-S185,,"잠정 병합(역명 일치 ""평택"", 지역 MUGUNGHWA) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
REVIEW,MG-MG03-S185,MG-MG07-S185,,"잠정 병합(역명 일치 ""평택"", 지역 MUGUNGHWA) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
REVIEW,MG-MG03-S185,MG-MG20-S185,,"잠정 병합(역명 일치 ""평택"", 지역 MUGUNGHWA) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
REVIEW,MG-MG03-S185,ITX-IS01-S185,,"잠정 병합(역명 일치 ""평택"", 지역 MUGUNGHWA) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
REVIEW,MG-MG03-S185,ITX-IS02-S185,,"잠정 병합(역명 일치 ""평택"", 지역 MUGUNGHWA) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
REVIEW,MG-MG03-S185,ITX-IS03-S185,,"잠정 병합(역명 일치 ""평택"", 지역 MUGUNGHWA) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
REVIEW,MG-MG03-S185,ITX-IS04-S185,,"잠정 병합(역명 일치 ""평택"", 지역 MUGUNGHWA) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
REVIEW,MG-MG03-S185,ITX-IS05-S185,,"잠정 병합(역명 일치 ""평택"", 지역 MUGUNGHWA) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
REVIEW,MG-MG04-S185,MG-MG05-S185,,"잠정 병합(역명 일치 ""평택"", 지역 MUGUNGHWA) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
REVIEW,MG-MG04-S185,MG-MG06-S185,,"잠정 병합(역명 일치 ""평택"", 지역 MUGUNGHWA) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
REVIEW,MG-MG04-S185,MG-MG07-S185,,"잠정 병합(역명 일치 ""평택"", 지역 MUGUNGHWA) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
REVIEW,MG-MG04-S185,MG-MG20-S185,,"잠정 병합(역명 일치 ""평택"", 지역 MUGUNGHWA) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
REVIEW,MG-MG04-S185,ITX-IS01-S185,,"잠정 병합(역명 일치 ""평택"", 지역 MUGUNGHWA) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
REVIEW,MG-MG04-S185,ITX-IS02-S185,,"잠정 병합(역명 일치 ""평택"", 지역 MUGUNGHWA) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
REVIEW,MG-MG04-S185,ITX-IS03-S185,,"잠정 병합(역명 일치 ""평택"", 지역 MUGUNGHWA) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
REVIEW,MG-MG04-S185,ITX-IS04-S185,,"잠정 병합(역명 일치 ""평택"", 지역 MUGUNGHWA) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
REVIEW,MG-MG04-S185,ITX-IS05-S185,,"잠정 병합(역명 일치 ""평택"", 지역 MUGUNGHWA) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
REVIEW,MG-MG05-S185,MG-MG06-S185,,"잠정 병합(역명 일치 ""평택"", 지역 MUGUNGHWA) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
REVIEW,MG-MG05-S185,MG-MG07-S185,,"잠정 병합(역명 일치 ""평택"", 지역 MUGUNGHWA) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
REVIEW,MG-MG05-S185,MG-MG20-S185,,"잠정 병합(역명 일치 ""평택"", 지역 MUGUNGHWA) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
REVIEW,MG-MG05-S185,ITX-IS01-S185,,"잠정 병합(역명 일치 ""평택"", 지역 MUGUNGHWA) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
REVIEW,MG-MG05-S185,ITX-IS02-S185,,"잠정 병합(역명 일치 ""평택"", 지역 MUGUNGHWA) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
REVIEW,MG-MG05-S185,ITX-IS03-S185,,"잠정 병합(역명 일치 ""평택"", 지역 MUGUNGHWA) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
REVIEW,MG-MG05-S185,ITX-IS04-S185,,"잠정 병합(역명 일치 ""평택"", 지역 MUGUNGHWA) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
REVIEW,MG-MG05-S185,ITX-IS05-S185,,"잠정 병합(역명 일치 ""평택"", 지역 MUGUNGHWA) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
REVIEW,MG-MG06-S185,MG-MG07-S185,,"잠정 병합(역명 일치 ""평택"", 지역 MUGUNGHWA) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
REVIEW,MG-MG06-S185,MG-MG20-S185,,"잠정 병합(역명 일치 ""평택"", 지역 MUGUNGHWA) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
REVIEW,MG-MG06-S185,ITX-IS01-S185,,"잠정 병합(역명 일치 ""평택"", 지역 MUGUNGHWA) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
REVIEW,MG-MG06-S185,ITX-IS02-S185,,"잠정 병합(역명 일치 ""평택"", 지역 MUGUNGHWA) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
REVIEW,MG-MG06-S185,ITX-IS03-S185,,"잠정 병합(역명 일치 ""평택"", 지역 MUGUNGHWA) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
REVIEW,MG-MG06-S185,ITX-IS04-S185,,"잠정 병합(역명 일치 ""평택"", 지역 MUGUNGHWA) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
REVIEW,MG-MG06-S185,ITX-IS05-S185,,"잠정 병합(역명 일치 ""평택"", 지역 MUGUNGHWA) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
REVIEW,MG-MG07-S185,MG-MG20-S185,,"잠정 병합(역명 일치 ""평택"", 지역 MUGUNGHWA) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
REVIEW,MG-MG07-S185,ITX-IS01-S185,,"잠정 병합(역명 일치 ""평택"", 지역 MUGUNGHWA) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
REVIEW,MG-MG07-S185,ITX-IS02-S185,,"잠정 병합(역명 일치 ""평택"", 지역 MUGUNGHWA) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
REVIEW,MG-MG07-S185,ITX-IS03-S185,,"잠정 병합(역명 일치 ""평택"", 지역 MUGUNGHWA) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
REVIEW,MG-MG07-S185,ITX-IS04-S185,,"잠정 병합(역명 일치 ""평택"", 지역 MUGUNGHWA) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
REVIEW,MG-MG07-S185,ITX-IS05-S185,,"잠정 병합(역명 일치 ""평택"", 지역 MUGUNGHWA) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
REVIEW,MG-MG20-S185,ITX-IS01-S185,,"잠정 병합(역명 일치 ""평택"", 지역 MUGUNGHWA) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
REVIEW,MG-MG20-S185,ITX-IS02-S185,,"잠정 병합(역명 일치 ""평택"", 지역 MUGUNGHWA) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
REVIEW,MG-MG20-S185,ITX-IS03-S185,,"잠정 병합(역명 일치 ""평택"", 지역 MUGUNGHWA) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
REVIEW,MG-MG20-S185,ITX-IS04-S185,,"잠정 병합(역명 일치 ""평택"", 지역 MUGUNGHWA) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
REVIEW,MG-MG20-S185,ITX-IS05-S185,,"잠정 병합(역명 일치 ""평택"", 지역 MUGUNGHWA) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
REVIEW,ITX-IS01-S185,ITX-IS02-S185,,"잠정 병합(역명 일치 ""평택"", 지역 MUGUNGHWA) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
REVIEW,ITX-IS01-S185,ITX-IS03-S185,,"잠정 병합(역명 일치 ""평택"", 지역 MUGUNGHWA) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
REVIEW,ITX-IS01-S185,ITX-IS04-S185,,"잠정 병합(역명 일치 ""평택"", 지역 MUGUNGHWA) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
REVIEW,ITX-IS01-S185,ITX-IS05-S185,,"잠정 병합(역명 일치 ""평택"", 지역 MUGUNGHWA) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
REVIEW,ITX-IS02-S185,ITX-IS03-S185,,"잠정 병합(역명 일치 ""평택"", 지역 MUGUNGHWA) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
REVIEW,ITX-IS02-S185,ITX-IS04-S185,,"잠정 병합(역명 일치 ""평택"", 지역 MUGUNGHWA) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
REVIEW,ITX-IS02-S185,ITX-IS05-S185,,"잠정 병합(역명 일치 ""평택"", 지역 MUGUNGHWA) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
REVIEW,ITX-IS03-S185,ITX-IS04-S185,,"잠정 병합(역명 일치 ""평택"", 지역 MUGUNGHWA) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
REVIEW,ITX-IS03-S185,ITX-IS05-S185,,"잠정 병합(역명 일치 ""평택"", 지역 MUGUNGHWA) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
REVIEW,ITX-IS04-S185,ITX-IS05-S185,,"잠정 병합(역명 일치 ""평택"", 지역 MUGUNGHWA) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
REVIEW,MG-MG03-S083,MG-MG05-S083,,"잠정 병합(역명 일치 ""성환"", 지역 MUGUNGHWA) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
REVIEW,MG-MG03-S083,MG-MG06-S083,,"잠정 병합(역명 일치 ""성환"", 지역 MUGUNGHWA) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
REVIEW,MG-MG03-S083,MG-MG07-S083,,"잠정 병합(역명 일치 ""성환"", 지역 MUGUNGHWA) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
REVIEW,MG-MG03-S083,MG-MG20-S083,,"잠정 병합(역명 일치 ""성환"", 지역 MUGUNGHWA) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
REVIEW,MG-MG03-S083,ITX-IS01-S083,,"잠정 병합(역명 일치 ""성환"", 지역 MUGUNGHWA) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
REVIEW,MG-MG03-S083,ITX-IS04-S083,,"잠정 병합(역명 일치 ""성환"", 지역 MUGUNGHWA) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
REVIEW,MG-MG05-S083,MG-MG06-S083,,"잠정 병합(역명 일치 ""성환"", 지역 MUGUNGHWA) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
REVIEW,MG-MG05-S083,MG-MG07-S083,,"잠정 병합(역명 일치 ""성환"", 지역 MUGUNGHWA) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
REVIEW,MG-MG05-S083,MG-MG20-S083,,"잠정 병합(역명 일치 ""성환"", 지역 MUGUNGHWA) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
REVIEW,MG-MG05-S083,ITX-IS01-S083,,"잠정 병합(역명 일치 ""성환"", 지역 MUGUNGHWA) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
REVIEW,MG-MG05-S083,ITX-IS04-S083,,"잠정 병합(역명 일치 ""성환"", 지역 MUGUNGHWA) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
REVIEW,MG-MG06-S083,MG-MG07-S083,,"잠정 병합(역명 일치 ""성환"", 지역 MUGUNGHWA) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
REVIEW,MG-MG06-S083,MG-MG20-S083,,"잠정 병합(역명 일치 ""성환"", 지역 MUGUNGHWA) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
REVIEW,MG-MG06-S083,ITX-IS01-S083,,"잠정 병합(역명 일치 ""성환"", 지역 MUGUNGHWA) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
REVIEW,MG-MG06-S083,ITX-IS04-S083,,"잠정 병합(역명 일치 ""성환"", 지역 MUGUNGHWA) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
REVIEW,MG-MG07-S083,MG-MG20-S083,,"잠정 병합(역명 일치 ""성환"", 지역 MUGUNGHWA) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
REVIEW,MG-MG07-S083,ITX-IS01-S083,,"잠정 병합(역명 일치 ""성환"", 지역 MUGUNGHWA) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
REVIEW,MG-MG07-S083,ITX-IS04-S083,,"잠정 병합(역명 일치 ""성환"", 지역 MUGUNGHWA) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
REVIEW,MG-MG20-S083,ITX-IS01-S083,,"잠정 병합(역명 일치 ""성환"", 지역 MUGUNGHWA) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
REVIEW,MG-MG20-S083,ITX-IS04-S083,,"잠정 병합(역명 일치 ""성환"", 지역 MUGUNGHWA) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
REVIEW,ITX-IS01-S083,ITX-IS04-S083,,"잠정 병합(역명 일치 ""성환"", 지역 MUGUNGHWA) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
REVIEW,MG-MG03-S171,MG-MG04-S171,,"잠정 병합(역명 일치 ""천안"", 지역 MUGUNGHWA) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
REVIEW,MG-MG03-S171,MG-MG05-S171,,"잠정 병합(역명 일치 ""천안"", 지역 MUGUNGHWA) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
REVIEW,MG-MG03-S171,MG-MG06-S171,,"잠정 병합(역명 일치 ""천안"", 지역 MUGUNGHWA) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
REVIEW,MG-MG03-S171,MG-MG07-S171,,"잠정 병합(역명 일치 ""천안"", 지역 MUGUNGHWA) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
REVIEW,MG-MG03-S171,MG-MG20-S171,,"잠정 병합(역명 일치 ""천안"", 지역 MUGUNGHWA) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
REVIEW,MG-MG03-S171,ITX-IS01-S171,,"잠정 병합(역명 일치 ""천안"", 지역 MUGUNGHWA) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
REVIEW,MG-MG03-S171,ITX-IS02-S171,,"잠정 병합(역명 일치 ""천안"", 지역 MUGUNGHWA) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
REVIEW,MG-MG03-S171,ITX-IS03-S171,,"잠정 병합(역명 일치 ""천안"", 지역 MUGUNGHWA) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
REVIEW,MG-MG03-S171,ITX-IS04-S171,,"잠정 병합(역명 일치 ""천안"", 지역 MUGUNGHWA) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
REVIEW,MG-MG03-S171,ITX-IS05-S171,,"잠정 병합(역명 일치 ""천안"", 지역 MUGUNGHWA) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
REVIEW,MG-MG04-S171,MG-MG05-S171,,"잠정 병합(역명 일치 ""천안"", 지역 MUGUNGHWA) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
REVIEW,MG-MG04-S171,MG-MG06-S171,,"잠정 병합(역명 일치 ""천안"", 지역 MUGUNGHWA) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
REVIEW,MG-MG04-S171,MG-MG07-S171,,"잠정 병합(역명 일치 ""천안"", 지역 MUGUNGHWA) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
REVIEW,MG-MG04-S171,MG-MG20-S171,,"잠정 병합(역명 일치 ""천안"", 지역 MUGUNGHWA) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
REVIEW,MG-MG04-S171,ITX-IS01-S171,,"잠정 병합(역명 일치 ""천안"", 지역 MUGUNGHWA) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
REVIEW,MG-MG04-S171,ITX-IS02-S171,,"잠정 병합(역명 일치 ""천안"", 지역 MUGUNGHWA) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
REVIEW,MG-MG04-S171,ITX-IS03-S171,,"잠정 병합(역명 일치 ""천안"", 지역 MUGUNGHWA) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
REVIEW,MG-MG04-S171,ITX-IS04-S171,,"잠정 병합(역명 일치 ""천안"", 지역 MUGUNGHWA) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
REVIEW,MG-MG04-S171,ITX-IS05-S171,,"잠정 병합(역명 일치 ""천안"", 지역 MUGUNGHWA) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
REVIEW,MG-MG05-S171,MG-MG06-S171,,"잠정 병합(역명 일치 ""천안"", 지역 MUGUNGHWA) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
REVIEW,MG-MG05-S171,MG-MG07-S171,,"잠정 병합(역명 일치 ""천안"", 지역 MUGUNGHWA) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
REVIEW,MG-MG05-S171,MG-MG20-S171,,"잠정 병합(역명 일치 ""천안"", 지역 MUGUNGHWA) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
REVIEW,MG-MG05-S171,ITX-IS01-S171,,"잠정 병합(역명 일치 ""천안"", 지역 MUGUNGHWA) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
REVIEW,MG-MG05-S171,ITX-IS02-S171,,"잠정 병합(역명 일치 ""천안"", 지역 MUGUNGHWA) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
REVIEW,MG-MG05-S171,ITX-IS03-S171,,"잠정 병합(역명 일치 ""천안"", 지역 MUGUNGHWA) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
REVIEW,MG-MG05-S171,ITX-IS04-S171,,"잠정 병합(역명 일치 ""천안"", 지역 MUGUNGHWA) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
REVIEW,MG-MG05-S171,ITX-IS05-S171,,"잠정 병합(역명 일치 ""천안"", 지역 MUGUNGHWA) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
REVIEW,MG-MG06-S171,MG-MG07-S171,,"잠정 병합(역명 일치 ""천안"", 지역 MUGUNGHWA) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
REVIEW,MG-MG06-S171,MG-MG20-S171,,"잠정 병합(역명 일치 ""천안"", 지역 MUGUNGHWA) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
REVIEW,MG-MG06-S171,ITX-IS01-S171,,"잠정 병합(역명 일치 ""천안"", 지역 MUGUNGHWA) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
REVIEW,MG-MG06-S171,ITX-IS02-S171,,"잠정 병합(역명 일치 ""천안"", 지역 MUGUNGHWA) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
REVIEW,MG-MG06-S171,ITX-IS03-S171,,"잠정 병합(역명 일치 ""천안"", 지역 MUGUNGHWA) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
REVIEW,MG-MG06-S171,ITX-IS04-S171,,"잠정 병합(역명 일치 ""천안"", 지역 MUGUNGHWA) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
REVIEW,MG-MG06-S171,ITX-IS05-S171,,"잠정 병합(역명 일치 ""천안"", 지역 MUGUNGHWA) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
